id,c_we_noon,s_wd_min,consumption_temperature_lag,c_wd_evening,c_we_evening,r_evening_wd_we,s_q1
2000169,654.01677852349,115.23076923076923,9.158512720156557,553.0915977961432,758.7114093959732,0.7289881118783643,112.0
2013421,759.5414012738853,182.92307692307693,5.248161764705882,694.0457474226804,733.5063694267516,0.9462027548105542,216.0
2013522,1327.75,607.7948717948718,9.72744014732965,1205.6469072164948,1291.866987179487,0.933259320952821,204.00000000000003
2013528,2011.8885350318471,87.58974358974359,11.534926470588236,927.7422680412371,1255.9617834394905,0.7386707782625248,88.0
2013529,491.8041401273885,101.7948717948718,7.318014705882353,323.83762886597935,497.43471337579615,0.6510153396177043,112.0
2013553,720.968152866242,74.87179487179488,9.737132352941176,919.4729381443299,897.890127388535,1.0240372514380656,56.0
2014088,1533.8168789808917,1043.5897435897436,8.371057513914657,1571.2610966057441,1305.1289808917197,1.2039125018373216,284.00000000000006
2014095,766.28025477707,167.02564102564102,5.938775510204081,508.11879895561356,538.8678343949044,0.9429377048013656,204.00000000000003
2014110,1355.4442675159235,280.2564102564103,7.463821892393321,1037.4503916449087,1135.0,0.9140532084977169,340.0
2014519,767.1416666666667,164.30769230769232,7.093567251461988,571.820054945055,652.505,0.8763458593344955,204.00000000000003
2014534,1543.1916666666666,211.89743589743588,6.6725146198830405,1008.1868131868132,1109.9116666666666,0.9083486942836111,264.0
2014559,897.0287162162163,45.38461538461539,8.101960784313725,442.40358126721765,529.9037162162163,0.8348754079820494,72.00000000000001
2014572,1380.2733333333333,103.43589743589743,8.959223300970875,601.6680327868852,848.5133333333333,0.7090849479327198,112.0
2014602,947.6023489932886,392.15384615384613,7.48046875,958.371565934066,1002.6895973154362,0.9558008465431119,208.00000000000003
2014648,1079.5101351351352,195.64102564102564,8.301960784313726,556.0061983471074,664.3158783783783,0.8369605731904841,168.0
2014669,26.97972972972973,23.846153846153847,6.813725490196078,44.210743801652896,30.201013513513512,1.4638827859823544,0.0
2014846,1334.5490506329113,367.53846153846155,6.32051282051282,1071.780205655527,1174.128164556962,0.9128306755676419,368.0
2014849,1127.8951612903227,493.02564102564105,5.687615526802218,978.7170542635658,1095.6145161290322,0.8933042049511335,404.0
2015161,923.995253164557,251.89743589743588,10.478743068391866,732.0345052083334,902.8655063291139,0.8107902008402689,232.0
2015179,530.2088815789474,51.23076923076923,9.156308851224106,460.28552631578947,704.078947368421,0.6537413567557466,28.0
2015242,1020.0917721518987,331.43589743589746,6.96309963099631,657.7038961038961,922.4556962025316,0.712992394985973,352.0
2015714,1024.45,283.38461538461536,6.140900195694717,803.6616022099447,1021.3,0.7869006190247182,384.0
2015718,815.4379194630873,85.53846153846153,7.982318271119843,452.8836565096953,478.74328859060404,0.945984345478684,72.00000000000001
2015738,1225.278523489933,179.74358974358975,8.099609375,759.8351648351648,984.0721476510067,0.7721335947256525,236.00000000000003
2015783,202.95166666666665,50.82051282051282,12.106090373280942,261.33472222222224,201.76666666666668,1.2952323916515227,8.0
2015786,2740.891666666667,471.6923076923077,8.427450980392157,2049.3060941828253,2094.4783333333335,0.9784327016271316,556.0
2015800,477.45666666666665,75.84615384615384,5.9941176470588236,292.3254847645429,313.58166666666665,0.9322148449299532,108.0
2015830,967.2966666666666,230.66666666666666,5.685658153241651,556.1881944444444,647.4583333333334,0.8590331853186605,280.0
2015915,450.2295918367347,62.61538461538461,7.62109375,214.45491803278688,256.46938775510205,0.8361813466703714,52.00000000000001
2016192,1028.5736301369864,564.6153846153846,9.528225806451612,1995.9159544159545,1946.9195205479452,1.0251661321132677,388.0
